CWE_ID,Name,Description,URL
290,Authentication Bypass by Spoofing,This attack-focused weakness is caused by incorrectly implemented authentication schemes that are subject to spoofing attacks.,https://cwe.mitre.org/data/definitions/290.html
291,Reliance on IP Address for Authentication,The product uses an IP address for authentication.,https://cwe.mitre.org/data/definitions/291.html
293,Using Referer Field for Authentication,"The referer field in HTTP requests can be easily modified and, as such, is not a valid means of message integrity checking.",https://cwe.mitre.org/data/definitions/293.html
294,Authentication Bypass by Capture-replay,A capture-replay flaw exists when the design of the product makes it possible for a malicious user to sniff network traffic and bypass authentication by replaying it to the server in question to the same effect as the original message (or with minor changes).,https://cwe.mitre.org/data/definitions/294.html
295,Improper Certificate Validation,"The product does not validate, or incorrectly validates, a certificate.",https://cwe.mitre.org/data/definitions/295.html
296,Improper Following of a Certificate's Chain of Trust,"The product does not follow, or incorrectly follows, the chain of trust for a certificate back to a trusted root certificate, resulting in incorrect trust of any resource that is associated with that certificate.",https://cwe.mitre.org/data/definitions/296.html
297,Improper Validation of Certificate with Host Mismatch,"The product communicates with a host that provides a certificate, but the product does not properly ensure that the certificate is actually associated with that host.",https://cwe.mitre.org/data/definitions/297.html
298,Improper Validation of Certificate Expiration,"A certificate expiration is not validated or is incorrectly validated, so trust may be assigned to certificates that have been abandoned due to age.",https://cwe.mitre.org/data/definitions/298.html
299,Improper Check for Certificate Revocation,"The product does not check or incorrectly checks the revocation status of a certificate, which may cause it to use a certificate that has been compromised.",https://cwe.mitre.org/data/definitions/299.html
30,Path Traversal: '\dir\..\filename',"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '\dir\..\filename' (leading backslash dot dot) sequences that can resolve to a location that is outside of that directory.",https://cwe.mitre.org/data/definitions/30.html
301,Reflection Attack in an Authentication Protocol,Simple authentication protocols are subject to reflection attacks if a malicious user can use the target machine to impersonate a trusted user.,https://cwe.mitre.org/data/definitions/301.html
